centroid_x,centroid_y,centroid_z,dim_x,dim_y,dim_z,volume,ijk,xc,yc,zc,xinc,yinc,zinc,nx,ny,nz,xmorig,ymorig,zmorig,zone,product,cog,density,class,zona,ni_ok_fi,co_ok_fi,fe_ok_fi,mgo_ok_f,sio2_ok_,smratio,finsolprod090135_def,finsolprod090135_comb,finsolprod090135_val,basicity,econ_val_usd,sum_econ_val_usd
Variable descriptions:,,,,,,,Datamine field : ijk,Datamine field : xc,Datamine field : yc,Datamine field : zc,Datamine field : xinc,Datamine field : yinc,Datamine field : zinc,Datamine field : nx,Datamine field : ny,Datamine field : nz,Datamine field : xmorig,Datamine field : ymorig,Datamine field : zmorig,Datamine field : zone,Datamine field : product,Datamine field : cog,Datamine field : density,Datamine field : class,Datamine field : zone_int,Datamine field : ni_ok_fi,Datamine field : co_ok_fi,Datamine field : fe_ok_fi,Datamine field : mgo_ok_f,Datamine field : sio2_ok_,Datamine field : smratio,29-Oct-2025,29-Oct-2025,,,,sum_econ_val_usd
Variable types:,,,,,,,float,float,float,float,float,float,float,float,float,float,float,float,float,name,name,name,float,name,float,float,float,float,float,float,float,name,name,double,double,double,float
572721.250000,9058758.750000,156.500000,12.500000,12.500000,1.000000,156.250000,741566.000000,572721.250000,9058759.000000,156.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,21.440000,measured,25.000000,4.872315,0.587189,217.046347,223.007031,280.058881,17.675811,waste,obws,39.000000,7.483627,-33.000000,-33.000000
572721.250000,9058771.250000,159.500000,12.500000,12.500000,1.000000,156.250000,741804.000000,572721.250000,9058771.000000,159.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,23.010000,measured,27.000000,5.447575,0.564208,226.751113,246.588380,318.775678,19.085920,waste,obws,45.000000,8.173261,-36.000000,-36.000000
572721.250000,9058783.750000,162.500000,12.500000,12.500000,1.000000,156.250000,742042.000000,572721.250000,9058784.000000,162.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,26.440000,measured,30.000000,7.170549,0.682860,280.709938,275.374845,359.885808,22.890685,waste,obws,52.000000,9.235323,-42.000000,-42.000000
572721.250000,9058796.250000,163.500000,12.500000,12.500000,1.000000,156.250000,742278.000000,572721.250000,9058796.000000,163.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,26.440000,measured,30.000000,7.592742,0.695813,284.978551,275.658576,361.032644,21.879688,waste,obws,53.000000,9.423832,-35.000000,-35.000000
572721.250000,9058808.750000,166.500000,12.500000,12.500000,1.000000,156.250000,742516.000000,572721.250000,9058809.000000,166.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,30.160000,measured,32.000000,9.004233,0.905484,379.709063,277.216474,363.992008,25.488998,ob,obws,57.000000,10.521430,-30.000000,-30.000000
572721.250000,9058821.250000,167.500000,12.500000,12.500000,1.000000,156.250000,742752.000000,572721.250000,9058821.000000,167.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,belowcog,29.730000,measured,31.000000,10.046444,0.906794,383.309212,270.586277,353.587233,25.335988,ob,obws,59.000000,10.581847,-23.000000,-23.000000
572721.250000,9058833.750000,169.500000,12.500000,12.500000,1.000000,156.250000,742989.000000,572721.250000,9058834.000000,169.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,belowcog,31.590000,measured,32.000000,11.052576,1.005322,430.041384,267.441690,347.268175,27.378432,ob,obws,61.000000,11.110223,-22.000000,-22.000000
572721.250000,9058846.250000,170.500000,12.500000,12.500000,1.000000,156.250000,743225.000000,572721.250000,9058846.000000,170.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,belowcog,31.160000,measured,31.000000,12.216319,1.011620,436.125531,259.498964,340.911134,27.425183,ob,obws,64.000000,11.060568,-11.000000,-11.000000
572721.250000,9058858.750000,171.500000,12.500000,12.500000,1.000000,156.250000,743461.000000,572721.250000,9058859.000000,171.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,[ni_ok]<=0.7,31.450000,measured,30.000000,11.630278,1.116055,471.004950,235.930625,308.898346,27.488870,ob,obws,59.000000,11.089972,-14.000000,-14.000000
572721.250000,9058871.250000,172.500000,12.500000,12.500000,1.000000,156.250000,743697.000000,572721.250000,9058871.000000,172.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,[ni_ok]<=0.7,31.450000,measured,30.000000,11.530609,1.123961,472.322531,237.592510,314.810583,27.857892,ob,obws,56.000000,11.201384,-26.000000,-26.000000
572721.250000,9058883.750000,174.500000,12.500000,12.500000,1.000000,156.250000,743934.000000,572721.250000,9058884.000000,174.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,belowcog,35.450000,measured,36.000000,11.505626,1.124220,486.672874,298.926048,385.005857,28.416238,ob,obws,66.000000,13.257682,-32.000000,-32.000000
572721.250000,9058896.250000,175.500000,12.500000,12.500000,1.000000,156.250000,744170.000000,572721.250000,9058896.000000,175.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,belowcog,35.450000,measured,36.000000,11.760554,1.166342,489.212892,298.826109,385.330710,30.074539,ob,obws,66.000000,12.820650,-32.000000,-32.000000
572721.250000,9058908.750000,176.500000,12.500000,12.500000,1.000000,156.250000,744406.000000,572721.250000,9058909.000000,176.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,belowcog,33.880000,measured,34.000000,10.913291,1.167054,476.456754,273.220717,354.344041,32.464141,ob,obws,59.000000,11.338763,-36.000000,-36.000000
572721.250000,9058921.250000,177.500000,12.500000,12.500000,1.000000,156.250000,744642.000000,572721.250000,9058921.000000,177.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,34.020000,measured,36.000000,10.308752,1.065119,433.832628,304.521771,390.817020,31.646329,ob,obws,60.000000,11.527879,-54.000000,-54.000000
572721.250000,9058933.750000,177.500000,12.500000,12.500000,1.000000,156.250000,744877.000000,572721.250000,9058934.000000,177.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,30.160000,indicated,32.000000,9.221660,0.948988,381.853381,272.572453,353.304483,29.227228,ob,obws,54.000000,10.028744,-48.000000,-48.000000
572721.250000,9058946.250000,179.500000,12.500000,12.500000,1.000000,156.250000,745114.000000,572721.250000,9058946.000000,179.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,28.300000,indicated,31.000000,8.616550,0.847035,336.609354,268.748176,342.265817,25.155546,waste,obws,53.000000,9.834883,-45.000000,-45.000000
572721.250000,9058958.750000,181.500000,12.500000,12.500000,1.000000,156.250000,745351.000000,572721.250000,9058959.000000,181.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,belowcog,26.590000,indicated,27.000000,8.070736,0.919423,364.069073,213.063064,270.857951,24.642358,ob,obws,43.000000,8.780670,-42.000000,-42.000000
572721.250000,9058971.250000,182.500000,12.500000,12.500000,1.000000,156.250000,745587.000000,572721.250000,9058971.000000,182.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,24.730000,indicated,26.000000,7.289701,0.827590,318.790303,212.761418,273.186822,21.721613,waste,obws,42.000000,8.422776,-35.000000,-35.000000
572721.250000,9058983.750000,183.500000,12.500000,12.500000,1.000000,156.250000,745823.000000,572721.250000,9058984.000000,183.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,20.580000,indicated,23.000000,6.320241,0.621920,233.169704,207.078255,260.567882,17.560704,waste,obws,39.000000,7.466275,-33.000000,-33.000000
572721.250000,9058996.250000,184.500000,12.500000,12.500000,1.000000,156.250000,746059.000000,572721.250000,9058996.000000,184.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,17.150000,indicated,20.000000,4.243116,0.419473,174.684182,180.135030,216.388127,13.157032,waste,obws,33.000000,6.562159,-27.000000,-27.000000
572721.250000,9059008.750000,186.500000,12.500000,12.500000,1.000000,156.250000,746296.000000,572721.250000,9059009.000000,186.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,17.010000,indicated,18.000000,4.319253,0.450509,214.590181,150.721177,183.072014,13.696238,waste,obws,29.000000,6.275965,-27.000000,-27.000000
572721.250000,9059021.250000,184.500000,12.500000,12.500000,1.000000,156.250000,746529.000000,572721.250000,9059021.000000,184.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,11.290000,indicated,13.000000,3.684592,0.302680,116.070367,121.169462,157.949528,10.553591,waste,obws,24.000000,3.899890,-10.000000,-10.000000
572721.250000,9059033.750000,183.500000,12.500000,12.500000,1.000000,156.250000,746763.000000,572721.250000,9059034.000000,183.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,11.430000,indicated,15.000000,2.877029,0.168816,77.122760,150.624256,188.373039,8.260504,waste,obws,26.000000,4.516983,-18.000000,-18.000000
572721.250000,9059046.250000,182.500000,12.500000,12.500000,1.000000,156.250000,746997.000000,572721.250000,9059046.000000,182.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,6.000000,indicated,9.000000,1.653000,0.051000,30.255000,78.899997,130.200006,4.950570,waste,obws,15.000000,1.817973,-9.000000,-9.000000
572721.250000,9059058.750000,188.500000,12.500000,12.500000,1.000000,156.250000,747238.000000,572721.250000,9059059.000000,188.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,[ni_ok]<=0.7,7.720000,indicated,8.000000,2.109295,0.208572,98.412018,62.333061,87.477361,8.289626,ob,obws,12.000000,2.240566,-12.000000,-12.000000
572721.250000,9059108.750000,192.500000,12.500000,12.500000,1.000000,156.250000,748182.000000,572721.250000,9059109.000000,192.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,hfl,0.7<=[ni_ok]<0.8,3.720000,measured,2.000000,1.416782,0.202165,88.128876,4.361664,8.408225,3.855849,ob,obws,2.000000,1.037467,-6.000000,-6.000000
572721.250000,9059121.250000,195.500000,12.500000,12.500000,1.000000,156.250000,748420.000000,572721.250000,9059121.000000,195.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,hfl,0.7<=[ni_ok]<0.8,3.720000,measured,2.000000,1.367485,0.195749,87.071934,4.482492,9.988245,4.457061,ob,obws,2.000000,0.900370,-6.000000,-6.000000
572721.250000,9059133.750000,198.500000,12.500000,12.500000,1.000000,156.250000,748658.000000,572721.250000,9059134.000000,198.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,hfl,0.7<=[ni_ok]<0.8,7.580000,measured,6.000000,2.492813,0.319220,136.071958,39.765583,54.551135,7.790436,ob,obws,8.000000,2.199784,-12.000000,-12.000000
572721.250000,9059146.250000,198.500000,12.500000,12.500000,1.000000,156.250000,748893.000000,572721.250000,9059146.000000,198.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,sr,[ni_ok]<=0.7,9.580000,measured,9.000000,2.631510,0.294966,141.497629,72.190411,93.681065,9.878733,ob,obws,13.000000,2.883282,-15.000000,-15.000000
572721.250000,9059158.750000,195.500000,12.500000,12.500000,1.000000,156.250000,749125.000000,572721.250000,9059159.000000,195.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,hfl,0.7<=[ni_ok]<0.8,5.720000,measured,5.000000,1.803970,0.221838,93.315803,36.555944,52.290316,7.121342,ob,obws,7.000000,1.479486,-9.000000,-9.000000
572721.250000,9059171.250000,197.500000,12.500000,12.500000,1.000000,156.250000,749362.000000,572721.250000,9059171.000000,197.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,belowcog,7.290000,measured,7.000000,2.605862,0.269410,116.007847,58.463553,79.294309,7.827394,ob,obws,12.000000,2.301514,-12.000000,-12.000000
572721.250000,9059183.750000,202.500000,12.500000,12.500000,1.000000,156.250000,749602.000000,572721.250000,9059184.000000,202.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,sr,[ni_ok]<=0.7,11.150000,measured,11.000000,2.955179,0.244897,157.593123,95.196917,122.780587,13.147427,ob,obws,19.000000,3.430490,-18.000000,-18.000000
572721.250000,9059196.250000,204.500000,12.500000,12.500000,1.000000,156.250000,749839.000000,572721.250000,9059196.000000,204.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,sr,[ni_ok]<=0.7,14.580000,measured,14.000000,4.740130,0.429565,224.488473,116.827651,166.159552,16.545009,ob,obws,26.000000,4.404648,-24.000000,-24.000000
572721.250000,9059208.750000,204.500000,12.500000,12.500000,1.000000,156.250000,750074.000000,572721.250000,9059209.000000,204.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,18.580000,measured,20.000000,6.075815,0.559099,240.313228,182.030846,242.283748,18.761766,ob,obws,36.000000,6.109448,-30.000000,-30.000000
572721.250000,9059221.250000,205.500000,12.500000,12.500000,1.000000,156.250000,750310.000000,572721.250000,9059221.000000,205.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,belowcog,23.580000,measured,25.000000,8.781875,0.691198,306.448500,237.959168,322.526254,25.355948,ob,obws,50.000000,7.779215,-32.000000,-32.000000
572721.250000,9059233.750000,206.500000,12.500000,12.500000,1.000000,156.250000,750546.000000,572721.250000,9059234.000000,206.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,saprolite,waste,belowcog,28.720000,measured,32.000000,10.699933,0.713106,337.582941,315.124572,447.267409,29.614447,lgs,obws,67.000000,9.715106,-41.000000,-41.000000
572721.250000,9059246.250000,206.500000,12.500000,12.500000,1.000000,156.250000,750781.000000,572721.250000,9059246.000000,206.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,saprolite,waste,belowcog,31.720000,measured,34.000000,13.579421,0.988738,396.948575,322.295804,501.007172,35.178274,ob,obws,77.000000,10.271104,-29.000000,-29.000000
572721.250000,9059258.750000,208.500000,12.500000,12.500000,1.000000,156.250000,751018.000000,572721.250000,9059259.000000,208.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,waste,belowcog,31.870000,measured,31.000000,13.655232,1.113716,482.221482,264.115381,410.417874,36.855552,ob,obws,70.000000,9.996019,-25.000000,-25.000000
572721.250000,9059271.250000,209.500000,12.500000,12.500000,1.000000,156.250000,751254.000000,572721.250000,9059271.000000,209.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,belowcog,31.450000,measured,30.000000,10.744055,0.919571,505.650477,239.882294,326.358025,32.162214,ob,obws,57.000000,10.274915,-22.000000,-22.000000
572721.250000,9059283.750000,211.500000,12.500000,12.500000,1.000000,156.250000,751491.000000,572721.250000,9059284.000000,211.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,0.8<=[ni_ok]<0.9,30.030000,measured,25.000000,9.908871,0.980385,559.047191,164.029900,226.378199,30.338684,ob,obws,39.000000,9.320597,-37.000000,-37.000000
572721.250000,9059296.250000,212.500000,12.500000,12.500000,1.000000,156.250000,751727.000000,572721.250000,9059296.000000,212.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,31.010000,measured,34.000000,11.152786,0.736348,386.246954,336.583278,449.476437,29.109378,waste,obws,70.000000,11.073232,-29.000000,-29.000000
572721.250000,9059308.750000,214.500000,12.500000,12.500000,1.000000,156.250000,751964.000000,572721.250000,9059309.000000,214.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,31.010000,measured,34.000000,10.904809,0.724813,392.868305,330.766374,438.749885,30.053343,waste,obws,69.000000,11.000969,-33.000000,-33.000000
572721.250000,9059321.250000,216.500000,12.500000,12.500000,1.000000,156.250000,752201.000000,572721.250000,9059321.000000,216.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,sr,belowcog,29.160000,measured,28.000000,11.383603,0.891638,474.682566,229.584146,316.438548,30.349319,ob,obws,55.000000,9.310150,-33.000000,-33.000000
572721.250000,9059333.750000,216.500000,12.500000,12.500000,1.000000,156.250000,752436.000000,572721.250000,9059334.000000,216.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,sr,belowcog,26.870000,measured,26.000000,11.636589,0.820104,439.891361,212.483687,317.873200,29.089956,ob,obws,56.000000,8.327648,-12.000000,-12.000000
572721.250000,9059346.250000,218.500000,12.500000,12.500000,1.000000,156.250000,752673.000000,572721.250000,9059346.000000,218.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,sr,belowcog,32.300000,measured,32.000000,14.090547,0.946824,487.802606,281.855526,400.709647,34.954563,ob,obws,70.000000,10.337405,-14.000000,-14.000000
572721.250000,9059358.750000,218.500000,12.500000,12.500000,1.000000,156.250000,752908.000000,572721.250000,9059359.000000,218.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,saprolite,bedrock,belowcog,41.010000,measured,44.000000,17.490327,1.112190,537.974043,416.935749,617.908549,45.063542,waste,obws,97.000000,13.303031,-22.000000,-22.000000
572721.250000,9059371.250000,218.500000,12.500000,12.500000,1.000000,156.250000,753143.000000,572721.250000,9059371.000000,218.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,saprolite,bedrock,belowcog,46.580000,measured,52.000000,19.296435,1.259682,556.215313,481.596490,798.408427,53.653217,waste,obws,117.000000,14.337980,-16.000000,-16.000000
572721.250000,9059383.750000,218.500000,12.500000,12.500000,1.000000,156.250000,753378.000000,572721.250000,9059384.000000,218.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,saprolite,bedrock,belowcog,45.010000,measured,50.000000,18.103433,1.205936,540.573790,452.664357,767.950627,52.085758,waste,obws,111.000000,13.612936,-11.000000,-11.000000
572721.250000,9059396.250000,218.500000,12.500000,12.500000,1.000000,156.250000,753613.000000,572721.250000,9059396.000000,218.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,39.160000,measured,43.000000,13.597628,0.895665,501.502803,357.668314,577.226739,40.885324,waste,obws,83.000000,11.673924,-30.000000,-30.000000
572721.250000,9059408.750000,217.500000,12.500000,12.500000,1.000000,156.250000,753847.000000,572721.250000,9059409.000000,217.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,belowcog,26.160000,measured,26.000000,9.656313,0.713938,405.323408,182.923330,325.692012,27.068550,waste,obws,49.000000,7.418095,-16.000000,-16.000000
572721.250000,9059421.250000,216.500000,12.500000,12.500000,1.000000,156.250000,754081.000000,572721.250000,9059421.000000,216.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,belowcog,23.730000,measured,22.000000,10.223354,0.834775,391.629503,157.731312,284.821841,26.822550,ob,obws,45.000000,6.486443,-14.000000,-14.000000
572721.250000,9059433.750000,215.500000,12.500000,12.500000,1.000000,156.250000,754315.000000,572721.250000,9059434.000000,215.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,sr,belowcog,19.870000,measured,18.000000,8.795569,0.768339,358.268013,112.855564,210.970998,26.554994,ob,obws,36.000000,4.886626,-18.000000,-18.000000
572721.250000,9059446.250000,213.500000,12.500000,12.500000,1.000000,156.250000,754548.000000,572721.250000,9059446.000000,213.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,belowcog,18.300000,measured,16.000000,7.935696,0.738929,339.136367,95.320810,157.035732,24.259709,ob,obws,32.000000,4.626669,-8.000000,-8.000000
572721.250000,9059458.750000,213.500000,12.500000,12.500000,1.000000,156.250000,754783.000000,572721.250000,9059459.000000,213.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,[ni_ok]<=0.7,22.450000,measured,19.000000,8.809978,0.943193,409.014337,124.930127,172.271085,31.095285,ob,obws,33.000000,5.763172,-17.000000,-17.000000
572721.250000,9059471.250000,212.500000,12.500000,12.500000,1.000000,156.250000,755017.000000,572721.250000,9059471.000000,212.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,belowcog,26.020000,measured,24.000000,10.792759,0.968021,438.434559,182.608713,249.546471,35.427405,ob,obws,47.000000,7.058705,-8.000000,-8.000000
572721.250000,9059483.750000,211.500000,12.500000,12.500000,1.000000,156.250000,755251.000000,572721.250000,9059484.000000,211.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,belowcog,24.450000,measured,22.000000,9.303505,0.936882,418.400072,165.991315,218.185620,33.717768,ob,obws,38.000000,6.552361,-20.000000,-20.000000
572721.250000,9059496.250000,210.500000,12.500000,12.500000,1.000000,156.250000,755485.000000,572721.250000,9059496.000000,210.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,0.7<=[ni_ok]<0.8,22.160000,measured,20.000000,9.366506,0.838765,378.078737,152.881659,213.794030,32.924548,ob,obws,39.000000,5.917468,-10.000000,-10.000000
572721.250000,9059508.750000,209.500000,12.500000,12.500000,1.000000,156.250000,755719.000000,572721.250000,9059509.000000,209.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,[ni_ok]<=0.7,22.160000,measured,20.000000,8.673726,0.822894,377.322829,146.974123,215.091741,35.316742,ob,obws,37.000000,5.550103,-18.000000,-18.000000
572721.250000,9059521.250000,209.500000,12.500000,12.500000,1.000000,156.250000,755954.000000,572721.250000,9059521.000000,209.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,sr,[ni_ok]<=0.7,26.020000,measured,24.000000,8.899130,0.874711,420.056814,181.908763,260.888627,45.322154,ob,obws,43.000000,6.566660,-24.000000,-24.000000
572721.250000,9059533.750000,207.500000,12.500000,12.500000,1.000000,156.250000,756187.000000,572721.250000,9059534.000000,207.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,sr,[ni_ok]<=0.7,24.310000,measured,20.000000,8.704390,0.946209,453.012509,130.880038,190.595289,44.214799,ob,obws,33.000000,5.805040,-24.000000,-24.000000
572721.250000,9059546.250000,204.500000,12.500000,12.500000,1.000000,156.250000,756419.000000,572721.250000,9059546.000000,204.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,sr,[ni_ok]<=0.7,18.020000,measured,12.000000,8.123912,0.886219,422.769777,44.245987,82.520732,30.329333,ob,obws,23.000000,3.791139,-15.000000,-15.000000
572721.250000,9059558.750000,203.500000,12.500000,12.500000,1.000000,156.250000,756653.000000,572721.250000,9059559.000000,203.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,sr,[ni_ok]<=0.7,16.590000,measured,12.000000,5.975104,0.696006,345.507816,64.544768,89.578800,18.578011,ob,obws,17.000000,5.091269,-27.000000,-27.000000
572721.250000,9059571.250000,200.500000,12.500000,12.500000,1.000000,156.250000,756885.000000,572721.250000,9059571.000000,200.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,belowcog,13.440000,measured,13.000000,3.724599,0.406324,206.729598,99.716427,128.535920,15.151338,ob,obws,19.000000,3.919755,-21.000000,-21.000000
572721.250000,9059583.750000,200.500000,12.500000,12.500000,1.000000,156.250000,757120.000000,572721.250000,9059584.000000,200.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,belowcog,22.730000,measured,23.000000,6.311384,0.616652,312.589497,187.664002,260.247004,28.730057,waste,obws,37.000000,6.487028,-32.000000,-32.000000
572721.250000,9059596.250000,197.500000,12.500000,12.500000,1.000000,156.250000,757352.000000,572721.250000,9059596.000000,197.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,30.590000,measured,33.000000,10.004760,0.825058,350.704211,282.228078,408.360794,38.678157,waste,obws,58.000000,8.928021,-26.000000,-26.000000
572721.250000,9059608.750000,196.500000,12.500000,12.500000,1.000000,156.250000,757586.000000,572721.250000,9059609.000000,196.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,bedrock,bedrock,belowcog,32.160000,measured,35.000000,11.048352,0.898996,367.838878,301.359677,432.960954,39.876943,waste,obws,66.000000,9.603062,-25.000000,-25.000000
572721.250000,9059621.250000,196.500000,12.500000,12.500000,1.000000,156.250000,757821.000000,572721.250000,9059621.000000,196.500000,12.500000,12.500000,1.000000,82.000000,171.000000,235.000000,572490.000000,9057790.000000,15.000000,limonite,bedrock,belowcog,33.590000,measured,35.000000,12.643977,1.065001,444.079373,292.739049,429.551637,44.724409,waste,obws,68.000000,9.858404,-25.000000,-25.000000
